customer_id,transaction_id,transaction_amount,payment_method,payment_status,failure_reason,attempt_number,previous_successful_payments,previous_failed_payments,customer_tenure_days,recovery_attempted,recovery_action,recovered,recovered_amount
CUST_02861,TXN_004721,8.45,card,success,,2,3,0,1438,False,,False,0.0
CUST_04153,TXN_004722,32.01,wallet,success,,2,3,2,580,False,,False,0.0
CUST_04725,TXN_004723,56.01,netbanking,success,,3,8,2,1462,False,,False,0.0
CUST_00259,TXN_004724,64.65,wallet,success,,1,13,0,767,False,,False,0.0
CUST_01453,TXN_004725,36.11,netbanking,success,,1,10,5,1376,False,,False,0.0
CUST_02388,TXN_004726,71.14,card,success,,3,11,2,1353,False,,False,0.0
CUST_00492,TXN_004727,59.44,card,success,,3,10,4,1148,False,,False,0.0
CUST_04431,TXN_004728,80.67,upi,success,,1,11,1,531,False,,False,0.0
CUST_00561,TXN_004729,72.78,card,success,,3,3,1,978,False,,False,0.0
CUST_03326,TXN_004730,116.28,upi,success,,1,9,3,1216,False,,False,0.0
CUST_04593,TXN_004731,28.91,card,success,,3,9,1,1128,False,,False,0.0
CUST_03426,TXN_004732,11.45,card,success,,1,9,3,180,False,,False,0.0
CUST_03816,TXN_004733,56.32,upi,success,,1,5,1,1087,False,,False,0.0
CUST_01317,TXN_004734,61.83,upi,success,,3,9,1,1159,False,,False,0.0
CUST_04137,TXN_004735,116.28,upi,success,,1,6,2,83,False,,False,0.0
CUST_02093,TXN_004736,92.3,upi,success,,2,8,1,588,False,,False,0.0
CUST_00307,TXN_004737,157.02,card,success,,2,7,1,1134,False,,False,0.0
CUST_01833,TXN_004738,54.37,netbanking,success,,1,8,2,464,False,,False,0.0
CUST_01749,TXN_004739,39.77,upi,success,,1,8,2,963,False,,False,0.0
CUST_02607,TXN_004740,10.94,upi,failed,network_error,2,6,2,790,True,retry_payment,True,10.94
CUST_01324,TXN_004741,42.37,card,success,,2,5,0,846,False,,False,0.0
CUST_02311,TXN_004742,21.28,upi,success,,1,10,1,1174,False,,False,0.0
CUST_02140,TXN_004743,39.22,card,failed,authentication_failed,3,8,0,170,True,retry_payment,False,0.0
CUST_01635,TXN_004744,34.59,upi,success,,1,6,0,725,False,,False,0.0
CUST_03481,TXN_004745,48.3,card,success,,2,4,0,265,False,,False,0.0
CUST_01528,TXN_004746,30.63,netbanking,failed,network_error,3,10,1,638,False,,False,0.0
CUST_03829,TXN_004747,69.97,netbanking,success,,2,3,1,973,False,,False,0.0
CUST_01255,TXN_004748,3.75,upi,success,,3,9,1,1191,False,,False,0.0
CUST_04324,TXN_004749,38.55,netbanking,success,,2,2,3,219,False,,False,0.0
CUST_01825,TXN_004750,86.66,upi,failed,expired_card,2,5,2,1170,True,send_reminder,True,86.66
CUST_00204,TXN_004751,147.83,card,success,,3,7,3,252,False,,False,0.0
CUST_00750,TXN_004752,59.48,upi,success,,2,4,1,893,False,,False,0.0
CUST_04031,TXN_004753,127.47,wallet,success,,2,14,0,1214,False,,False,0.0
CUST_04360,TXN_004754,37.91,card,failed,expired_card,2,7,0,796,True,offer_support,False,0.0
CUST_01060,TXN_004755,33.19,card,success,,1,5,1,834,False,,False,0.0
CUST_03010,TXN_004756,50.58,upi,success,,3,8,0,248,False,,False,0.0
CUST_02872,TXN_004757,33.03,card,success,,2,10,2,1152,False,,False,0.0
CUST_00669,TXN_004758,17.71,upi,success,,1,7,1,796,False,,False,0.0
CUST_02260,TXN_004759,21.93,upi,success,,1,9,1,478,False,,False,0.0
CUST_03469,TXN_004760,13.6,netbanking,success,,3,7,1,140,False,,False,0.0
CUST_04835,TXN_004761,50.54,card,success,,2,5,1,501,False,,False,0.0
CUST_04238,TXN_004762,33.42,card,success,,2,7,0,1349,False,,False,0.0
CUST_00490,TXN_004763,24.82,netbanking,success,,2,5,1,1282,False,,False,0.0
CUST_01188,TXN_004764,21.04,card,success,,1,10,1,566,False,,False,0.0
CUST_02184,TXN_004765,49.6,upi,success,,1,11,1,851,False,,False,0.0
CUST_00753,TXN_004766,61.83,card,success,,1,8,6,723,False,,False,0.0
CUST_02853,TXN_004767,13.4,card,success,,3,12,2,1488,False,,False,0.0
CUST_00044,TXN_004768,11.82,upi,success,,3,7,2,585,False,,False,0.0
CUST_00568,TXN_004769,71.07,card,success,,1,6,3,333,False,,False,0.0
CUST_00237,TXN_004770,11.02,upi,success,,3,8,1,1091,False,,False,0.0
CUST_01478,TXN_004771,51.32,upi,success,,3,9,0,1323,False,,False,0.0
CUST_03811,TXN_004772,120.73,netbanking,success,,1,4,1,667,False,,False,0.0
CUST_00887,TXN_004773,120.95,netbanking,success,,2,5,2,530,False,,False,0.0
CUST_04935,TXN_004774,59.76,card,success,,1,5,2,1238,False,,False,0.0
CUST_01348,TXN_004775,58.38,card,failed,card_declined,3,12,1,545,True,offer_support,True,58.38
CUST_00225,TXN_004776,200.64,netbanking,success,,3,4,1,869,False,,False,0.0
CUST_01678,TXN_004777,5.12,card,failed,network_error,1,7,2,581,True,retry_payment,True,5.12
CUST_03740,TXN_004778,22.84,card,success,,3,6,2,110,False,,False,0.0
CUST_00534,TXN_004779,65.29,card,success,,1,10,1,1047,False,,False,0.0
CUST_00360,TXN_004780,25.28,upi,success,,2,7,2,422,False,,False,0.0
CUST_04246,TXN_004781,89.28,card,failed,network_error,1,10,2,161,True,send_reminder,False,0.0
CUST_02961,TXN_004782,32.09,card,failed,authentication_failed,3,8,2,1357,True,update_payment_method,False,0.0
CUST_01716,TXN_004783,36.8,upi,success,,1,9,2,969,False,,False,0.0
CUST_03780,TXN_004784,26.58,netbanking,success,,3,3,3,100,False,,False,0.0
CUST_04221,TXN_004785,21.8,card,success,,3,5,2,1108,False,,False,0.0
CUST_01796,TXN_004786,21.38,upi,success,,1,7,3,1438,False,,False,0.0
CUST_02806,TXN_004787,41.14,upi,failed,network_error,1,5,1,878,True,retry_payment,False,0.0
CUST_00055,TXN_004788,17.82,card,success,,1,8,1,1266,False,,False,0.0
CUST_01531,TXN_004789,70.99,card,success,,3,9,1,1001,False,,False,0.0
CUST_02976,TXN_004790,55.85,card,success,,1,7,4,1192,False,,False,0.0
CUST_00986,TXN_004791,79.8,card,success,,2,6,1,78,False,,False,0.0
CUST_04956,TXN_004792,13.42,netbanking,success,,3,9,2,1251,False,,False,0.0
CUST_04855,TXN_004793,8.5,card,success,,1,15,3,1145,False,,False,0.0
CUST_01288,TXN_004794,33.0,wallet,success,,2,8,3,987,False,,False,0.0
CUST_01982,TXN_004795,336.65,card,success,,1,5,0,1106,False,,False,0.0
CUST_00948,TXN_004796,91.19,card,success,,3,8,2,150,False,,False,0.0
CUST_02520,TXN_004797,21.25,upi,failed,expired_card,2,9,2,265,True,retry_payment,True,21.25
CUST_00620,TXN_004798,46.51,netbanking,success,,3,11,3,795,False,,False,0.0
CUST_01955,TXN_004799,59.27,card,failed,insufficient_funds,1,7,0,699,False,,False,0.0
CUST_02776,TXN_004800,11.08,card,success,,3,9,2,837,False,,False,0.0
CUST_03059,TXN_004801,99.06,upi,failed,expired_card,2,4,1,16,False,,False,0.0
CUST_02982,TXN_004802,28.96,card,success,,1,4,1,295,False,,False,0.0
CUST_01107,TXN_004803,30.8,upi,success,,2,10,0,307,False,,False,0.0
CUST_03961,TXN_004804,33.75,netbanking,success,,1,4,1,1380,False,,False,0.0
CUST_03459,TXN_004805,82.73,card,success,,3,9,2,1414,False,,False,0.0
CUST_03765,TXN_004806,18.1,netbanking,success,,3,9,3,1151,False,,False,0.0
CUST_02339,TXN_004807,8.45,card,success,,3,9,3,794,False,,False,0.0
CUST_04462,TXN_004808,42.88,netbanking,failed,network_error,2,6,1,1030,False,,False,0.0
CUST_01949,TXN_004809,6.46,wallet,success,,3,8,4,796,False,,False,0.0
CUST_04029,TXN_004810,26.03,upi,success,,3,6,4,741,False,,False,0.0
CUST_01018,TXN_004811,85.58,wallet,success,,2,10,2,893,False,,False,0.0
CUST_01237,TXN_004812,52.63,netbanking,success,,1,7,1,1485,False,,False,0.0
CUST_02634,TXN_004813,76.24,card,failed,insufficient_funds,1,9,1,120,True,send_reminder,False,0.0
CUST_02779,TXN_004814,54.4,card,success,,2,13,3,293,False,,False,0.0
CUST_03731,TXN_004815,227.75,card,success,,2,9,0,952,False,,False,0.0
CUST_01487,TXN_004816,20.68,upi,success,,2,4,1,825,False,,False,0.0
CUST_04363,TXN_004817,45.54,upi,success,,3,15,1,187,False,,False,0.0
CUST_01649,TXN_004818,23.32,upi,success,,1,4,1,387,False,,False,0.0
CUST_02671,TXN_004819,71.2,upi,success,,1,6,2,1345,False,,False,0.0
CUST_04659,TXN_004820,31.52,card,success,,2,6,1,37,False,,False,0.0
CUST_02697,TXN_004821,130.98,card,success,,3,12,1,796,False,,False,0.0
CUST_03409,TXN_004822,21.66,card,success,,3,12,2,19,False,,False,0.0
CUST_04543,TXN_004823,102.07,wallet,success,,3,11,2,65,False,,False,0.0
CUST_04872,TXN_004824,53.22,card,success,,2,6,4,1444,False,,False,0.0
CUST_02497,TXN_004825,32.27,card,success,,2,9,2,872,False,,False,0.0
CUST_02085,TXN_004826,51.11,card,success,,2,4,3,799,False,,False,0.0
CUST_00985,TXN_004827,40.81,wallet,failed,network_error,1,4,2,1070,True,offer_support,False,0.0
CUST_02687,TXN_004828,44.03,card,success,,3,13,0,1174,False,,False,0.0
CUST_04591,TXN_004829,28.06,upi,failed,insufficient_funds,3,9,4,967,True,offer_support,True,28.06
CUST_02436,TXN_004830,18.89,card,success,,3,4,2,1191,False,,False,0.0
CUST_01743,TXN_004831,25.33,card,success,,2,9,3,1455,False,,False,0.0
CUST_00537,TXN_004832,8.61,upi,success,,3,7,1,81,False,,False,0.0
CUST_01949,TXN_004833,64.95,upi,success,,1,12,0,830,False,,False,0.0
CUST_01184,TXN_004834,12.33,upi,success,,2,7,1,1214,False,,False,0.0
CUST_04883,TXN_004835,27.82,card,success,,1,9,1,58,False,,False,0.0
CUST_02638,TXN_004836,55.61,wallet,success,,2,3,0,718,False,,False,0.0
CUST_00685,TXN_004837,64.81,upi,success,,3,9,2,1187,False,,False,0.0
CUST_00337,TXN_004838,8.01,wallet,success,,2,7,0,626,False,,False,0.0
CUST_04253,TXN_004839,30.77,card,success,,3,7,1,180,False,,False,0.0
CUST_04657,TXN_004840,47.84,card,success,,3,11,4,1319,False,,False,0.0
CUST_03815,TXN_004841,34.52,card,success,,1,8,0,495,False,,False,0.0
CUST_00620,TXN_004842,97.05,netbanking,success,,3,6,2,1319,False,,False,0.0
CUST_00492,TXN_004843,17.16,upi,success,,1,4,2,1344,False,,False,0.0
CUST_00990,TXN_004844,6.43,upi,success,,2,9,0,1158,False,,False,0.0
CUST_03755,TXN_004845,63.32,card,success,,2,7,0,427,False,,False,0.0
CUST_03826,TXN_004846,21.55,card,success,,1,3,2,721,False,,False,0.0
CUST_04189,TXN_004847,8.11,card,success,,2,12,2,777,False,,False,0.0
CUST_00485,TXN_004848,29.17,netbanking,success,,3,8,1,566,False,,False,0.0
CUST_00766,TXN_004849,88.63,card,success,,1,9,1,608,False,,False,0.0
CUST_04501,TXN_004850,12.05,card,success,,1,5,2,214,False,,False,0.0
CUST_04643,TXN_004851,214.6,card,success,,2,9,0,1435,False,,False,0.0
CUST_03628,TXN_004852,16.94,card,success,,1,13,2,1458,False,,False,0.0
CUST_00531,TXN_004853,35.5,wallet,success,,1,5,1,718,False,,False,0.0
CUST_00344,TXN_004854,12.49,card,success,,2,10,2,2,False,,False,0.0
CUST_00278,TXN_004855,34.24,wallet,failed,authentication_failed,2,5,2,1174,False,,False,0.0
CUST_03459,TXN_004856,29.76,upi,failed,network_error,3,3,2,1201,True,send_reminder,False,0.0
CUST_04229,TXN_004857,10.06,upi,success,,2,12,2,282,False,,False,0.0
CUST_03158,TXN_004858,317.56,upi,success,,1,8,1,494,False,,False,0.0
CUST_01311,TXN_004859,22.28,upi,failed,expired_card,2,7,2,174,True,offer_support,False,0.0
CUST_03786,TXN_004860,22.3,upi,success,,1,7,2,166,False,,False,0.0
CUST_00296,TXN_004861,71.9,card,failed,expired_card,1,11,2,34,False,,False,0.0
CUST_04141,TXN_004862,141.37,wallet,success,,3,7,0,67,False,,False,0.0
CUST_04459,TXN_004863,81.54,card,failed,expired_card,2,13,0,831,False,,False,0.0
CUST_03592,TXN_004864,12.67,card,success,,2,8,0,208,False,,False,0.0
CUST_04396,TXN_004865,39.3,card,success,,2,6,1,137,False,,False,0.0
CUST_02931,TXN_004866,7.35,upi,success,,1,5,1,145,False,,False,0.0
CUST_02342,TXN_004867,68.13,card,success,,3,8,1,1136,False,,False,0.0
CUST_01612,TXN_004868,8.95,card,success,,1,11,0,961,False,,False,0.0
CUST_04608,TXN_004869,17.42,card,success,,3,9,0,9,False,,False,0.0
CUST_03486,TXN_004870,33.03,card,success,,3,7,2,1177,False,,False,0.0
CUST_00953,TXN_004871,47.28,card,failed,authentication_failed,1,4,1,921,True,retry_payment,False,0.0
CUST_04784,TXN_004872,26.88,netbanking,failed,expired_card,1,6,2,96,True,offer_support,False,0.0
CUST_00296,TXN_004873,111.64,card,failed,authentication_failed,3,7,4,1391,False,,False,0.0
CUST_02938,TXN_004874,59.06,wallet,failed,insufficient_funds,1,13,2,612,True,update_payment_method,False,0.0
CUST_00953,TXN_004875,55.47,upi,success,,1,7,3,1350,False,,False,0.0
CUST_03322,TXN_004876,12.38,netbanking,failed,card_declined,3,5,2,176,True,update_payment_method,False,0.0
CUST_02063,TXN_004877,128.96,wallet,success,,1,5,0,1328,False,,False,0.0
CUST_02186,TXN_004878,17.42,card,success,,2,3,1,377,False,,False,0.0
CUST_03358,TXN_004879,132.96,upi,failed,network_error,2,5,2,365,True,update_payment_method,True,132.96
CUST_03780,TXN_004880,166.96,card,success,,2,6,1,929,False,,False,0.0
CUST_01900,TXN_004881,49.91,card,success,,1,11,0,136,False,,False,0.0
CUST_04988,TXN_004882,75.61,card,success,,2,3,0,1194,False,,False,0.0
CUST_02492,TXN_004883,2.81,upi,success,,2,9,0,12,False,,False,0.0
CUST_00802,TXN_004884,28.33,netbanking,success,,3,12,1,182,False,,False,0.0
CUST_00032,TXN_004885,79.98,card,success,,3,9,3,275,False,,False,0.0
CUST_01012,TXN_004886,69.38,upi,success,,2,9,2,230,False,,False,0.0
CUST_03455,TXN_004887,12.48,card,success,,1,11,1,671,False,,False,0.0
CUST_02697,TXN_004888,26.18,card,success,,2,11,3,18,False,,False,0.0
CUST_01689,TXN_004889,4.35,card,success,,2,7,2,1071,False,,False,0.0
CUST_02407,TXN_004890,46.08,upi,success,,3,5,0,445,False,,False,0.0
CUST_04190,TXN_004891,7.34,upi,success,,3,8,3,684,False,,False,0.0
CUST_02858,TXN_004892,81.81,card,success,,1,9,0,1298,False,,False,0.0
CUST_00291,TXN_004893,85.3,card,failed,expired_card,1,11,0,542,True,offer_support,True,85.3
CUST_00246,TXN_004894,22.66,upi,success,,2,6,1,633,False,,False,0.0
CUST_02410,TXN_004895,50.25,netbanking,failed,card_declined,3,10,1,1262,True,retry_payment,False,0.0
CUST_02021,TXN_004896,27.84,card,success,,1,10,0,1154,False,,False,0.0
CUST_04252,TXN_004897,40.19,upi,failed,expired_card,2,4,2,653,True,update_payment_method,False,0.0
CUST_02915,TXN_004898,13.23,upi,success,,3,5,1,400,False,,False,0.0
CUST_03784,TXN_004899,54.49,upi,success,,3,8,1,490,False,,False,0.0
CUST_02926,TXN_004900,8.91,card,success,,3,12,2,178,False,,False,0.0
CUST_01727,TXN_004901,7.66,wallet,success,,3,11,0,75,False,,False,0.0
CUST_03287,TXN_004902,30.04,upi,success,,3,3,2,377,False,,False,0.0
CUST_03107,TXN_004903,27.97,card,success,,1,6,0,1324,False,,False,0.0
CUST_03601,TXN_004904,41.18,netbanking,success,,2,13,0,9,False,,False,0.0
CUST_00947,TXN_004905,19.7,netbanking,success,,3,8,0,375,False,,False,0.0
CUST_03208,TXN_004906,149.69,upi,success,,2,13,3,1392,False,,False,0.0
CUST_01428,TXN_004907,37.66,netbanking,success,,1,10,0,965,False,,False,0.0
CUST_03951,TXN_004908,39.9,card,success,,3,6,2,1205,False,,False,0.0
CUST_03992,TXN_004909,38.78,netbanking,success,,1,9,2,360,False,,False,0.0
CUST_03124,TXN_004910,73.87,card,success,,1,5,2,408,False,,False,0.0
CUST_04733,TXN_004911,52.5,netbanking,failed,network_error,3,8,3,922,True,offer_support,True,52.5
CUST_02688,TXN_004912,47.16,card,success,,3,16,1,1451,False,,False,0.0
CUST_00126,TXN_004913,59.67,card,failed,authentication_failed,1,8,5,257,True,send_reminder,True,59.67
CUST_03031,TXN_004914,7.69,card,success,,2,7,1,1442,False,,False,0.0
CUST_03888,TXN_004915,7.93,netbanking,success,,1,10,1,313,False,,False,0.0
CUST_00506,TXN_004916,31.16,upi,success,,2,8,3,640,False,,False,0.0
CUST_00523,TXN_004917,28.27,netbanking,success,,3,7,2,960,False,,False,0.0
CUST_01366,TXN_004918,52.66,card,success,,3,7,3,266,False,,False,0.0
CUST_04221,TXN_004919,33.65,card,success,,1,10,1,1255,False,,False,0.0
CUST_02637,TXN_004920,52.75,upi,success,,3,13,1,1438,False,,False,0.0
CUST_04882,TXN_004921,12.23,card,success,,1,11,0,1250,False,,False,0.0
CUST_04365,TXN_004922,32.83,upi,success,,2,8,0,1043,False,,False,0.0
CUST_02774,TXN_004923,11.33,wallet,failed,expired_card,2,7,1,454,True,update_payment_method,True,11.33
CUST_03395,TXN_004924,45.13,upi,success,,2,9,2,223,False,,False,0.0
CUST_01655,TXN_004925,7.37,card,success,,3,9,2,1361,False,,False,0.0
CUST_00452,TXN_004926,43.76,upi,success,,2,11,0,1324,False,,False,0.0
CUST_01994,TXN_004927,10.22,wallet,success,,3,7,3,1247,False,,False,0.0
CUST_02961,TXN_004928,24.37,upi,success,,2,7,2,719,False,,False,0.0
CUST_00911,TXN_004929,67.76,netbanking,success,,2,3,2,924,False,,False,0.0
CUST_01109,TXN_004930,39.72,card,success,,2,10,2,540,False,,False,0.0
CUST_00075,TXN_004931,8.88,upi,success,,1,8,1,301,False,,False,0.0
CUST_03670,TXN_004932,19.34,card,success,,3,6,3,313,False,,False,0.0
CUST_04497,TXN_004933,9.96,upi,success,,1,7,2,669,False,,False,0.0
CUST_04137,TXN_004934,8.54,netbanking,success,,1,5,1,450,False,,False,0.0
CUST_01900,TXN_004935,36.38,wallet,failed,card_declined,2,5,2,720,True,retry_payment,False,0.0
CUST_02967,TXN_004936,51.84,card,success,,3,9,3,402,False,,False,0.0
CUST_04804,TXN_004937,47.11,netbanking,success,,2,3,1,585,False,,False,0.0
CUST_02957,TXN_004938,53.63,card,success,,1,13,1,611,False,,False,0.0
CUST_01480,TXN_004939,32.8,upi,success,,1,6,0,1250,False,,False,0.0
CUST_01693,TXN_004940,26.61,upi,success,,3,7,2,1478,False,,False,0.0
CUST_03635,TXN_004941,14.03,upi,failed,insufficient_funds,3,6,0,1260,True,offer_support,False,0.0
CUST_02231,TXN_004942,23.29,card,success,,1,6,0,187,False,,False,0.0
CUST_04186,TXN_004943,11.51,upi,success,,3,13,0,211,False,,False,0.0
CUST_04320,TXN_004944,16.84,upi,failed,insufficient_funds,2,8,1,1424,False,,False,0.0
CUST_00180,TXN_004945,35.56,upi,success,,1,12,3,343,False,,False,0.0
CUST_03616,TXN_004946,30.14,upi,success,,1,5,1,220,False,,False,0.0
CUST_01850,TXN_004947,384.44,upi,failed,network_error,3,9,0,1150,True,update_payment_method,True,384.44
CUST_02599,TXN_004948,11.28,card,success,,1,6,3,737,False,,False,0.0
CUST_01324,TXN_004949,29.96,card,success,,3,7,2,178,False,,False,0.0
CUST_01841,TXN_004950,10.6,upi,success,,2,5,1,7,False,,False,0.0
CUST_01652,TXN_004951,24.28,upi,success,,3,7,3,597,False,,False,0.0
CUST_00252,TXN_004952,25.09,card,success,,2,7,3,163,False,,False,0.0
CUST_03914,TXN_004953,65.1,card,success,,1,13,2,43,False,,False,0.0
CUST_00715,TXN_004954,23.11,wallet,failed,network_error,2,3,3,18,False,,False,0.0
CUST_01879,TXN_004955,28.42,netbanking,success,,3,8,0,96,False,,False,0.0
CUST_00965,TXN_004956,23.47,upi,success,,3,11,2,128,False,,False,0.0
CUST_00803,TXN_004957,10.8,netbanking,success,,2,6,0,708,False,,False,0.0
CUST_01867,TXN_004958,19.65,wallet,success,,1,10,2,1207,False,,False,0.0
CUST_04593,TXN_004959,24.4,upi,success,,1,12,2,1153,False,,False,0.0
CUST_04720,TXN_004960,35.13,card,success,,2,7,1,488,False,,False,0.0
CUST_01909,TXN_004961,51.79,upi,success,,3,2,1,465,False,,False,0.0
CUST_02526,TXN_004962,27.45,wallet,success,,2,6,0,354,False,,False,0.0
CUST_04928,TXN_004963,27.07,upi,success,,2,8,0,491,False,,False,0.0
CUST_01174,TXN_004964,8.36,card,success,,3,8,1,681,False,,False,0.0
CUST_04723,TXN_004965,51.0,wallet,success,,1,5,2,693,False,,False,0.0
CUST_00529,TXN_004966,18.98,netbanking,success,,1,10,2,388,False,,False,0.0
CUST_01130,TXN_004967,60.2,card,success,,3,7,1,605,False,,False,0.0
CUST_01692,TXN_004968,94.93,wallet,success,,2,8,1,1076,False,,False,0.0
CUST_00186,TXN_004969,28.49,upi,success,,2,5,2,350,False,,False,0.0
CUST_04078,TXN_004970,14.6,netbanking,success,,3,8,0,975,False,,False,0.0
CUST_04277,TXN_004971,32.68,wallet,success,,3,3,5,638,False,,False,0.0
CUST_01917,TXN_004972,43.77,card,success,,2,7,1,271,False,,False,0.0
CUST_04182,TXN_004973,25.73,netbanking,success,,1,6,5,1258,False,,False,0.0
CUST_03862,TXN_004974,21.09,card,failed,authentication_failed,3,7,2,373,True,update_payment_method,False,0.0
CUST_04007,TXN_004975,51.98,netbanking,success,,1,12,5,567,False,,False,0.0
CUST_04013,TXN_004976,49.31,netbanking,success,,1,11,0,617,False,,False,0.0
CUST_02867,TXN_004977,25.1,netbanking,success,,1,5,6,82,False,,False,0.0
CUST_00554,TXN_004978,8.82,netbanking,success,,1,10,1,1313,False,,False,0.0
CUST_04617,TXN_004979,47.71,netbanking,success,,3,10,0,864,False,,False,0.0
CUST_03043,TXN_004980,17.92,card,success,,2,8,0,646,False,,False,0.0
CUST_04506,TXN_004981,39.31,card,success,,3,6,0,1349,False,,False,0.0
CUST_04795,TXN_004982,37.37,card,failed,network_error,1,6,3,72,True,send_reminder,False,0.0
CUST_00936,TXN_004983,7.31,netbanking,success,,3,10,0,562,False,,False,0.0
CUST_02011,TXN_004984,35.33,upi,success,,2,6,4,24,False,,False,0.0
CUST_00963,TXN_004985,49.98,upi,success,,2,8,1,100,False,,False,0.0
CUST_00255,TXN_004986,55.13,card,failed,card_declined,1,14,2,673,True,offer_support,True,55.13
CUST_04832,TXN_004987,36.38,upi,success,,3,6,1,1125,False,,False,0.0
CUST_04616,TXN_004988,6.81,upi,failed,expired_card,2,5,1,1495,True,update_payment_method,False,0.0
CUST_04658,TXN_004989,91.99,wallet,failed,insufficient_funds,3,5,1,47,True,retry_payment,True,91.99
CUST_04418,TXN_004990,46.01,netbanking,success,,3,5,2,754,False,,False,0.0
CUST_03244,TXN_004991,12.65,upi,success,,1,8,1,714,False,,False,0.0
CUST_02611,TXN_004992,17.63,netbanking,success,,3,7,0,992,False,,False,0.0
CUST_04957,TXN_004993,39.84,card,success,,2,7,1,486,False,,False,0.0
CUST_02761,TXN_004994,57.04,card,success,,1,12,1,1286,False,,False,0.0
CUST_03212,TXN_004995,22.41,upi,success,,3,5,2,829,False,,False,0.0
CUST_01059,TXN_004996,64.1,upi,failed,authentication_failed,1,8,1,383,True,retry_payment,True,64.1
CUST_03733,TXN_004997,7.89,card,success,,3,7,0,919,False,,False,0.0
CUST_04097,TXN_004998,14.38,card,success,,3,5,1,16,False,,False,0.0
CUST_03392,TXN_004999,6.35,upi,success,,1,9,2,495,False,,False,0.0
CUST_02493,TXN_005000,16.15,card,success,,2,12,1,507,False,,False,0.0
CUST_00990,TXN_005001,110.66,card,success,,3,3,1,1288,False,,False,0.0
CUST_00170,TXN_005002,171.78,upi,failed,authentication_failed,2,8,2,151,True,update_payment_method,True,171.78
CUST_03136,TXN_005003,39.95,wallet,success,,3,1,2,1401,False,,False,0.0
CUST_03415,TXN_005004,19.87,card,success,,3,4,1,428,False,,False,0.0
CUST_03863,TXN_005005,27.73,card,success,,1,2,3,1059,False,,False,0.0
CUST_04752,TXN_005006,48.36,card,success,,2,9,5,513,False,,False,0.0
CUST_02487,TXN_005007,9.48,card,failed,expired_card,3,10,1,1393,False,,False,0.0
CUST_04145,TXN_005008,20.95,netbanking,failed,card_declined,2,8,1,96,True,retry_payment,True,20.95
CUST_03581,TXN_005009,104.37,card,success,,2,15,3,874,False,,False,0.0
CUST_01386,TXN_005010,14.35,card,success,,3,8,0,459,False,,False,0.0
CUST_04225,TXN_005011,18.19,wallet,success,,1,7,1,732,False,,False,0.0
CUST_00267,TXN_005012,33.47,netbanking,success,,2,5,4,1110,False,,False,0.0
CUST_02994,TXN_005013,41.53,card,success,,2,11,2,593,False,,False,0.0
CUST_04701,TXN_005014,20.09,card,failed,network_error,3,7,1,997,True,send_reminder,True,20.09
CUST_03295,TXN_005015,35.22,netbanking,success,,3,13,4,956,False,,False,0.0
CUST_04685,TXN_005016,53.86,upi,success,,3,14,1,355,False,,False,0.0
CUST_00281,TXN_005017,159.04,wallet,success,,2,6,0,862,False,,False,0.0
CUST_02662,TXN_005018,29.93,card,success,,2,10,1,67,False,,False,0.0
CUST_03903,TXN_005019,32.04,netbanking,failed,authentication_failed,1,11,1,912,True,update_payment_method,True,32.04
CUST_03211,TXN_005020,112.39,card,success,,3,11,1,601,False,,False,0.0
CUST_04402,TXN_005021,21.34,card,success,,1,10,1,29,False,,False,0.0
CUST_02313,TXN_005022,11.48,netbanking,success,,1,7,1,795,False,,False,0.0
CUST_03413,TXN_005023,40.46,upi,failed,authentication_failed,2,8,3,848,True,offer_support,True,40.46
CUST_02099,TXN_005024,78.33,card,success,,3,14,2,53,False,,False,0.0
CUST_04360,TXN_005025,44.2,card,success,,3,9,1,814,False,,False,0.0
CUST_00598,TXN_005026,30.64,netbanking,success,,1,7,4,431,False,,False,0.0
CUST_01271,TXN_005027,10.39,card,success,,2,8,1,1390,False,,False,0.0
CUST_00484,TXN_005028,31.6,card,success,,1,9,0,938,False,,False,0.0
CUST_03510,TXN_005029,88.81,card,success,,2,8,1,758,False,,False,0.0
CUST_01164,TXN_005030,12.34,card,success,,3,10,2,609,False,,False,0.0
CUST_01586,TXN_005031,27.23,netbanking,success,,2,14,0,271,False,,False,0.0
CUST_04183,TXN_005032,24.29,card,success,,3,11,0,902,False,,False,0.0
CUST_01801,TXN_005033,18.95,upi,success,,2,10,2,1003,False,,False,0.0
CUST_00730,TXN_005034,40.38,upi,failed,network_error,3,5,2,1151,True,offer_support,True,40.38
CUST_00105,TXN_005035,47.21,card,success,,2,5,1,1382,False,,False,0.0
CUST_01134,TXN_005036,46.82,upi,success,,3,7,1,498,False,,False,0.0
CUST_04573,TXN_005037,15.16,card,success,,3,8,2,895,False,,False,0.0
CUST_02743,TXN_005038,8.87,netbanking,success,,3,9,2,852,False,,False,0.0
CUST_04974,TXN_005039,40.85,netbanking,success,,2,11,0,1275,False,,False,0.0
CUST_01076,TXN_005040,22.09,netbanking,success,,2,6,2,1474,False,,False,0.0
CUST_01758,TXN_005041,144.12,card,success,,3,8,1,216,False,,False,0.0
CUST_00816,TXN_005042,149.55,netbanking,success,,3,4,0,997,False,,False,0.0
CUST_01992,TXN_005043,162.8,upi,success,,1,5,1,802,False,,False,0.0
CUST_02817,TXN_005044,15.61,card,success,,1,9,2,1349,False,,False,0.0
